DataSet,Class1,Class2,F1,F2,L1,L2,L3
D31,4,19,240.94831388829874,0.3565368221149241,0.062360875186988504,0.0,0.0
D31,4,20,302.6406381883361,-0.07127921016566191,0.0778333252106009,0.0,0.0
D31,4,21,226.44264664491982,-0.08175796751490229,0.09377018623949059,0.0,0.0
D31,4,22,99.49760281953675,-0.12457158404899112,0.12270372544421265,0.0,0.0
D31,4,23,8.883483559742734,0.13882730010131422,0.4992093681747635,0.025,0.013
D31,4,24,4.833542179044271,0.0826065232340122,0.45982084195616585,0.015,0.007
D31,4,25,318.74577418815903,-0.05964601902591512,0.08621229992362239,0.0,0.0
D31,4,26,57.78893719451511,-0.12116151072309732,0.16671686697540275,0.0,0.0
D31,4,27,156.22417427184374,-0.08266414064903604,0.10506120252886485,0.0,0.0
D31,4,28,192.3120881475404,-0.528139294333985,0.08302945222611938,0.0,0.0
D31,4,29,80.03579981904836,-0.10552452371145135,0.1321128611548895,0.0,0.0
D31,4,30,361.3366562784395,0.4038162970737767,0.057184106814096546,0.0,0.0
D31,4,31,327.9519089570666,0.23230044212346226,0.07127184930910499,0.0,0.0
D31,4,5,276.1260827635359,0.013709947747214806,0.08104707662495436,0.0,0.0
D31,4,6,162.3306978550392,-0.12037491189743138,0.09963347011767527,0.0,0.0
D31,4,7,9.919160045237504,-7.526659110766368E-4,0.28138395571348723,0.0,0.0
D31,4,8,89.32639625647113,0.07734854832244505,0.1033837549456733,0.0,0.0
D31,4,9,42.21273180381494,-0.11512581528376795,0.19680611635735082,0.0,0.0
D31,5,10,32.93904149822081,-0.1253674662013234,0.2218772847250081,0.0,0.0
D31,5,11,222.17340794047715,0.33641500723316653,0.0688878382815346,0.0,0.0
D31,5,12,319.3259227403906,0.10254604522236263,0.08699796766682805,0.0,0.0
D31,5,13,102.52380270577805,0.19667696547110758,0.09106290878022844,0.0,0.0
D31,5,14,99.33513214041396,0.058952861763788215,0.11542628959462277,0.0,0.0
D31,5,15,184.17828907069833,-0.5680081851235136,0.08760685704439766,0.0,0.0
D31,5,16,23.97959876151857,-0.0012128663340700333,0.22076615437840597,0.0,0.0
D31,5,17,31.2511076901706,0.0626855642716504,0.1471974130281888,0.0,0.0
D31,5,18,361.1417730261622,-0.13892372107193976,0.08764020125826663,0.0,0.0
D31,5,19,126.02907844741623,0.09455558120985967,0.10739201465564553,0.0,0.0
D31,5,20,54.07813064622628,-0.2963015243458048,0.1749384074610423,0.0,0.0
D31,5,21,8.764751465802906,0.05732168090031776,0.42988525976590025,0.02,0.0035
D31,5,22,59.41400971678121,0.1041187799505877,0.11423880838386202,0.0,0.0
D31,5,23,261.1130847683749,0.1562284720790041,0.08197851914724255,0.0,0.0
D31,5,24,383.1269821900477,-0.27725423177547276,0.07011976913737299,0.0,0.0
D31,5,25,212.7845496792045,0.359007112143215,0.06515065315730971,0.0,0.0
D31,5,26,231.09743992018616,-0.0123037092967454,0.09892694064519615,0.0,0.0
D31,5,27,234.08254080182877,0.24768365651614666,0.07846542382751517,0.0,0.0
D31,5,28,19.272805493659316,0.0012284578713608238,0.1788371259553316,0.0,0.0
D31,5,29,81.77350938211849,-0.14077351870768337,0.13844204234633214,0.0,0.0
D31,5,30,87.90333796447707,-0.31767870256265385,0.13354072605636624,0.0,0.0
D31,5,31,9.456216594986506,0.027813111665730722,0.42927345798145544,0.025,0.0035
D31,5,6,366.7599814279303,0.2697344399400677,0.06874344770310009,0.0,0.0
D31,5,7,187.83809942587038,0.1898798141438541,0.08077834732066579,0.0,0.0
D31,5,8,50.234234628256154,-0.18190951411282189,0.19922996333938797,0.0,0.0
D31,5,9,127.37865922771526,0.13092179486763614,0.09572696580874487,0.0,0.0
D31,6,10,190.1978383131814,0.25945458129665966,0.06586637533023604,0.0,0.0
D31,6,11,10.986859211811456,-0.015565329134314382,0.3958162535888043,0.005,5.0E-4
D31,6,12,14.974832150849103,-0.027737381749809057,0.3727336752246137,0.005,0.0
D31,6,13,107.88168835563971,-0.34368602162612394,0.13123553438957458,0.0,0.0
D31,6,14,114.28249605655388,0.010959022897261878,0.11312310420708714,0.0,0.0
D31,6,15,70.05664063225146,0.12671209247965134,0.09909040740898518,0.0,0.0
D31,6,16,319.17712706736114,0.030854779198158218,0.08305645114015306,0.0,0.0
D31,6,17,218.5284680876031,0.013079005951241451,0.09424922925594545,0.0,0.0
D31,6,18,38.385561460526745,-0.21632074731899514,0.21992430080073733,0.0,0.0
D31,6,19,214.10510540600677,-0.16575031408591326,0.10410340901699594,0.0,0.0
D31,6,20,405.82824279371323,0.43549598092041336,0.045856250829372225,0.0,0.0
D31,6,21,318.19507300020587,0.2784245702425444,0.06246712383164953,0.0,0.0
D31,6,22,202.57476858157872,0.29281883714328993,0.06387767335885018,0.0,0.0
D31,6,23,205.4015665541013,-0.31180180982063804,0.08138178650737862,0.0,0.0
D31,6,24,106.01309161720371,-0.32005747852450733,0.1168849838908776,0.0,0.0
D31,6,25,20.96448324113698,0.011442885222471558,0.20009138282268812,0.0,0.0
D31,6,26,26.469257234762225,-0.007082300615109876,0.17223487377677307,0.0,0.0
D31,6,27,16.418511001799597,-0.048908692072696665,0.3498205253322575,0.005,0.0
D31,6,28,277.7721978175734,0.3358683486973794,0.059432652699826075,0.0,0.0
D31,6,29,131.73973451354337,0.25166095437230823,0.076451705417555,0.0,0.0
D31,6,30,490.59504110398854,-0.5653519126094186,0.050814286898635756,0.0,0.0
D31,6,31,447.57330880660555,0.18391154937339674,0.07530760812328614,0.0,0.0
D31,6,7,241.0826255828894,0.12082630757087878,0.07841322109016755,0.0,0.0
D31,6,8,137.39356361332108,0.1763753939855721,0.08739071745961635,0.0,0.0
D31,6,9,207.38221514569352,0.22545291066452372,0.06809220147066535,0.0,0.0
D31,7,10,68.46586998858774,0.09057925006915231,0.11296802654944679,0.0,0.0
D31,7,11,338.44028677640745,-0.23177963615666253,0.08066012521149198,0.0,0.0
D31,7,12,136.28485546953993,0.06945033938516106,0.10172702098854108,0.0,0.0
D31,7,13,298.0126887546187,0.15532924158561134,0.08729744983226943,0.0,0.0
D31,7,14,135.04825561149156,0.09502732091940301,0.10119630922143726,0.0,0.0
D31,7,15,55.94654345053904,-0.13970843341990702,0.18659389733259085,0.0,0.0
D31,7,16,152.6246280825669,0.30022988505747134,0.07080930120864534,0.0,0.0
D31,7,17,158.54682892322984,0.26397781875056514,0.0848380335179759,0.0,0.0
D31,7,18,82.42789571088284,0.10985505729588393,0.11250354908703823,0.0,0.0
D31,7,19,341.9697023550197,0.3131421080290683,0.06571353889490539,0.0,0.0
D31,7,20,205.8395198893589,-0.5108428165007114,0.08072065995342076,0.0,0.0
D31,7,21,140.6695494816511,0.13012291770179002,0.09696145369626191,0.0,0.0
D31,7,22,45.810775804759345,-0.15257559927492625,0.18101866486207235,0.0,0.0
D31,7,23,11.083414615460764,-4.208422104737057E-4,0.54988796055928,0.04,0.015
D31,7,24,28.05418453148113,0.033656519060570135,0.14985131972075255,0.0,0.0
D31,7,25,431.721572833509,-0.5041167231900485,0.05874236178297789,0.0,0.0
D31,7,26,109.45867455879778,-0.2046140646131557,0.11744212126748856,0.0,0.0
D31,7,27,242.39010696277273,-0.3781531395370492,0.08662570273061984,0.0,0.0
D31,7,28,112.6714725777704,-0.025389886591783373,0.11154403747688246,0.0,0.0
D31,7,29,32.069292214438605,0.0500750306654125,0.14162147390041788,0.0,0.0
D31,7,30,273.67360498761917,0.420247192505489,0.05687889525322107,0.0,0.0
D31,7,31,221.13544959540346,0.31877456625393785,0.06867907392352528,0.0,0.0
